Date	Time (UTC)	TTF	Lat	Long	SAT´s	2D/3D	Alt	H-DOP	Temp	X	Y	
2015-10-04	12:00:00	44	44.8552317	 6.3081433	5	3D	  2489	1.6	 19	  4	  0
2015-10-04	07:00:00	51	44.8546567	 6.3077817	4	3D	  2600	1.8	  3	  4	  2
2015-10-03	22:00:00	92	44.8684017	 6.3162617	3	2D		2.1	 12	  4	  0
2015-10-03	16:00:00	30	44.8551200	 6.3086467	8	3D	  2522	1.3	  2	  0	  2
2015-10-03	12:00:00	43	44.8544667	 6.3112767	8	3D	  2577	1.3	  4	 15	  7
2015-10-03	07:00:00	44	44.8530383	 6.3113583	5	3D	  2545	1.5	  5	  8	  5
2015-10-02	22:00:00	43	44.8536667	 6.3105600	6	3D	  2509	1.4	  8	  0	  0
2015-10-02	16:00:00	34	44.8555350	 6.3098050	6	3D	  2523	3.2	  6	  0	  0
2015-10-02	12:00:00	43	44.8554700	 6.3121983	8	3D	  2667	1.3	  6	 10	  2
2015-10-02	07:00:00	43	44.8546717	 6.3119450	5	3D	  2665	1.7	  4	  5	  3
2015-10-01	22:00:00	43	44.8547183	 6.3120383	5	3D	  2667	1.7	  3	  0	  0
2015-10-01	16:00:00	44	44.8575750	 6.3149533	9	3D	  2950	1.1	  2	  9	  0
2015-10-01	12:00:00	43	44.8594433	 6.3128300	6	3D	  2913	1.5	  6	  8	  3
2015-10-01	07:00:00	44	44.8591717	 6.3119717	4	3D	  2926	4.5	  1	 14	 15
2015-09-30	22:00:00	45	44.8597517	 6.3116833	5	3D	  2944	2.4	  4	 19	 12
2015-09-30	16:00:00	30	44.8604400	 6.3109833	9	3D	  2952	1.3	  9	  3	  0
2015-09-30	12:00:00	44	44.8633250	 6.3084950	9	3D	  3009	1.2	 17	  0	  0
2015-09-30	07:00:00	44	44.8585833	 6.3117117	6	3D	  2883	1.3	  5	  1	  3
2015-09-29	22:00:00	43	44.8579700	 6.3115483	7	3D	  2817	1.1	  5	  0	  0
2015-09-29	16:00:00	43	44.8578000	 6.3123283	8	3D	  2797	1.2	  3	 12	  6
2015-09-29	12:00:00	43	44.8577083	 6.3121050	4	3D	  2848	3.4	  1	 14	  6
2015-09-29	07:00:00	43	44.8582150	 6.3120383	4	3D	  2842	2.1	  0	  0	  0
2015-09-28	22:00:00	45	44.8574467	 6.3112583	4	3D	  2784	2.2	  2	  8	  4
2015-09-28	16:00:00	30	44.8583650	 6.3119067	7	3D	  2867	2.5	  6	  2	  1
2015-09-28	12:00:00	44	44.8593167	 6.3124050	11	3D	  2944	1.1	 13	 10	  7
2015-09-28	07:00:00	43	44.8583883	 6.3120900	5	3D	  2891	1.6	  5	  7	  8
2015-09-27	22:00:00	43	44.8587150	 6.3119183	6	3D	  2877	1.4	  7	  0	  0
2015-09-27	16:00:00	30	44.8590217	 6.3126333	6	3D	  2937	2.8	  6	  6	  3
2015-09-27	12:00:00	44	44.8614050	 6.3107500	11	3D	  3001	1.2	 15	  0	  0
2015-09-27	07:00:00	44	44.8605750	 6.3107483	5	3D	  2949	1.6	  4	 17	  9
2015-09-26	22:00:00	77	44.8670317	 6.3428067	3	2D		4.0	 13	  0	  1
2015-09-26	16:00:00	44	44.8605600	 6.3107867	8	3D	  2925	1.4	 12	  3	  1
2015-09-26	12:00:00	44	44.8632800	 6.3086117	10	3D	  2996	0.9	 24	  0	  0
2015-09-26	07:00:00	44	44.8606017	 6.3107467	6	3D	  2955	2.0	  8	  1	  0
2015-09-25	22:00:00	44	44.8602733	 6.3106783	6	3D	  2860	1.6	 12	  6	  3
2015-09-25	16:00:00	43	44.8609133	 6.3095200	10	3D	  2910	1.1	 15	  2	  1
2015-09-25	12:00:00	43	44.8617000	 6.3094517	10	3D	  2947	0.9	 16	  0	  0
2015-09-25	07:00:00	77	44.8604100	 6.3106400	5	3D	  2912	1.9	  7	 24	 16
2015-09-24	22:00:00	43	44.8601500	 6.3107500	7	3D	  2855	1.2	  9	  0	  0
2015-09-24	16:00:00	30	44.8604967	 6.3106283	7	3D	  2939	1.7	 14	 13	 15
2015-09-24	12:00:00	44	44.8609167	 6.3100967	10	3D	  2929	0.9	 24	  1	  0
2015-09-24	07:00:00	44	44.8599567	 6.3100367	5	3D	  2839	1.6	  1	  5	  2
2015-09-23	22:00:00	43	44.8598083	 6.3106433	7	3D	  2803	1.2	  2	  3	  0
2015-09-23	16:00:00	43	44.8581767	 6.3105400	10	3D	  2706	1.1	  9	  6	  4
2015-09-23	12:00:00	43	44.8568567	 6.3103500	7	3D	  2648	1.4	  6	 10	  5
2015-09-23	07:00:00	43	44.8553700	 6.3067650	6	3D	  2553	1.4	  1	 19	  8
2015-09-22	22:00:00	43	44.8647317	 6.3040267	5	3D	  2804	1.9	  7	  2	  0
2015-09-22	16:00:00	61	44.8695133	 6.2976000	8	3D	  2829	1.6	  6	 41	 36
2015-09-22	12:00:00	44	44.8688700	 6.3023800	7	3D	  2931	1.5	 14	  0	  0
2015-09-22	07:00:00	43	44.8671867	 6.3038300	6	3D	  2964	1.4	  8	  6	  6
2015-09-21	22:00:00	43	44.8649617	 6.3062400	6	3D	  2933	1.4	 10	  0	  0
2015-09-21	16:00:00	43	44.8656033	 6.3080050	10	3D	  3087	1.1	 15	 18	 12
2015-09-21	12:00:00	44	44.8660550	 6.3079800	8	3D	  3130	1.5	 17	  0	  0
2015-09-21	07:00:00	43	44.8625717	 6.3102917	6	3D	  3034	1.9	  7	 17	 10
2015-09-20	22:00:00	43	44.8601950	 6.3120167	6	3D	  2961	1.4	  8	 12	  3
2015-09-20	16:00:00	43	44.8603533	 6.3130483	8	3D	  3053	1.7	 16	 16	  5
2015-09-20	12:00:00	43	44.8600583	 6.3127150	8	3D	  3022	1.5	 25	  0	  0
2015-09-20	07:00:00	43	44.8591017	 6.3137450	6	3D	  2973	1.4	  5	  9	  4
2015-09-19	22:00:00	43	44.8578683	 6.3134133	5	3D	  2829	2.0	  4	 13	  7
2015-09-19	16:00:00	43	44.8590617	 6.3126750	7	3D	  2970	2.9	  5	 24	 14
2015-09-19	12:00:00	43	44.8624133	 6.3114067	8	3D	  3109	1.5	 24	  5	  0
2015-09-19	07:00:00	44	44.8595367	 6.3134550	4	3D	  2983	2.3	  4	  4	  1
2015-09-18	22:00:00	44	44.8587017	 6.3136683	5	3D	  2955	2.0	 10	  0	  0
2015-09-18	16:00:00	44	44.8581550	 6.3135917	8	3D	  2870	1.7	  8	  8	  7
2015-09-18	12:00:00	44	44.8544183	 6.3147667	9	3D	  2842	1.0	 24	  0	  0
2015-09-18	07:00:00	44	44.8536033	 6.3142167	5	3D	  2763	1.6	  5	  7	 13
2015-09-17	22:00:00	44	44.8535417	 6.3131833	5	3D	  2696	1.7	  9	 11	  2
2015-09-17	16:00:00	44	44.8529800	 6.3125183	8	3D	  2585	1.4	 20	  0	  1
2015-09-17	12:00:00	73	44.8567883	 6.3132750	6	3D	  2617	1.4	 10	  0	  0
2015-09-17	07:00:00	45	44.8527150	 6.3116950	4	3D	  2558	2.1	 11	  0	  0
2015-09-16	22:00:00	44	44.8533433	 6.3116383	6	3D	  2574	1.4	 12	  0	  0
2015-09-16	16:00:00	44	44.8515767	 6.3137283	7	3D	  2498	1.7	 11	 16	  8
2015-09-16	12:00:00	44	44.8534183	 6.3112817	7	3D	  2548	1.6	  9	 10	  9
2015-09-16	07:00:00	77	44.8576350	 6.3414333	3	2D		3.1	 10	  0	  0
2015-09-15	22:00:00	44	44.8554933	 6.3071850	6	3D	  2552	1.3	 11	  1	  0
2015-09-15	16:00:00	44	44.8603433	 6.3062317	6	3D	  2697	2.7	  5	 14	  7
2015-09-15	12:00:00	43	44.8618933	 6.3063450	9	3D	  2797	1.1	 13	  0	  0
2015-09-15	07:00:00	44	44.8605800	 6.3093567	6	3D	  2866	1.2	  6	 10	  4
2015-09-14	22:00:00	43	44.8603350	 6.3093117	6	3D	  2836	1.5	  5	  6	  2
2015-09-14	16:00:00	44	44.8593867	 6.3110183	9	3D	  2800	1.4	  4	  9	  9
2015-09-14	12:00:00	42	44.8593850	 6.3107750	7	3D	  2786	1.7	  9	  4	  2
2015-09-14	07:00:00		GPS Time Out				     0	0.0	  4	 27	 10
2015-09-13	22:00:00		GPS Time Out				     0	0.0	  9	  4	  1
2015-09-13	16:00:00	97	44.8588133	 6.3097133	8	3D	  2869	1.4	 10	 11	  7
2015-09-13	12:00:00	44	44.8601850	 6.3105967	6	3D	  2848	1.4	  5	  3	  1
2015-09-13	07:00:00		GPS Time Out				     0	0.0	 10	  0	  0
2015-09-12	22:00:00	87	44.8585667	 6.3114150	5	3D	  2848	11.3	 12	 16	 11
2015-09-12	16:00:00	45	44.8580900	 6.3118283	6	3D	  2856	3.0	 12	  0	  0
2015-09-12	12:00:00	43	44.8582850	 6.3132167	5	3D	  2772	1.9	 15	  0	  1
2015-09-12	07:00:00	43	44.8595117	 6.3113783	4	3D	  2874	2.1	  9	  8	  3
2015-09-11	22:00:00	44	44.8589000	 6.3112583	4	3D	  2776	4.0	  9	  0	  0
2015-09-11	16:00:00	43	44.8591850	 6.3114333	9	3D	  2808	1.4	  8	 12	  2
2015-09-11	12:00:00	43	44.8600083	 6.3107167	7	3D	  2830	1.3	 12	 10	  9
2015-09-11	07:00:00	43	44.8604150	 6.3091667	6	3D	  2852	1.2	  6	  7	  4
2015-09-10	22:00:00	44	44.8644783	 6.3041733	6	3D	  2783	1.5	  6	 14	 11
2015-09-10	16:00:00	44	44.8712983	 6.2950150	10	3D	  2940	1.3	  6	 10	  3
2015-09-10	12:00:00	44	44.8730300	 6.2888900	6	3D	  3047	1.4	 10	  0	  0
2015-09-10	07:00:00	44	44.8677333	 6.2833433	6	3D	  3128	1.4	  9	 17	 12
2015-09-09	22:00:00	44	44.8659033	 6.2843517	4	3D	  2915	6.1	  8	  6	  2
2015-09-09	16:00:00	61	44.8670667	 6.2848600	7	3D	  2983	1.9	  6	 37	 27
2015-09-09	12:00:00	43	44.8684850	 6.2839067	6	3D	  3141	1.4	  6	  0	  0
2015-09-09	07:00:00	43	44.8697767	 6.2859050	5	3D	  3003	1.6	  8	 14	  8
2015-09-08	22:00:00	43	44.8671550	 6.2924067	5	3D	  2822	2.0	 13	  0	  0
2015-09-08	16:00:00	43	44.8725967	 6.2913833	7	3D	  3014	1.8	  5	 11	  7
2015-09-08	12:00:00	44	44.8736133	 6.2964700	7	3D	  3201	1.2	 15	  0	  0
2015-09-08	07:00:00	50	44.8736033	 6.2972100	6	3D	  3267	1.3	  2	 19	 13
2015-09-07	22:00:00	44	44.8732833	 6.2971850	5	3D	  3186	2.0	 10	  0	  0
2015-09-07	16:00:00	44	44.8688383	 6.3034533	6	3D	  2982	1.8	 14	 12	  5
2015-09-07	12:00:00	44	44.8703283	 6.3056283	4	3D	  3159	2.5	 12	 11	  5
2015-09-07	07:00:00	44	44.8674833	 6.3055067	6	3D	  3058	1.2	  7	  4	  3
2015-09-06	22:00:00	44	44.8670800	 6.3039067	6	3D	  2963	1.3	 10	  0	  0
2015-09-06	16:00:00	44	44.8672950	 6.3052967	9	3D	  3014	1.5	 16	  0	  0
2015-09-06	12:00:00	44	44.8656767	 6.3070083	7	3D	  3042	1.2	 21	  3	  1
2015-09-06	07:00:00	43	44.8626833	 6.3108050	6	3D	  3058	1.2	  6	 12	  8
2015-09-05	22:00:00	44	44.8586700	 6.3136200	5	3D	  2920	1.9	 11	  0	  0
2015-09-05	16:00:00	44	44.8588667	 6.3127867	6	3D	  2874	1.8	  6	  8	  3
2015-09-05	12:00:00	43	44.8612267	 6.3097717	6	3D	  2944	1.4	 15	  1	  0
2015-09-05	07:00:00	90	44.8674817	 6.3019400	4	3D	   102	1.7	  6	 23	 19
2015-09-04	22:00:00	44	44.8588433	 6.3122483	5	3D	  2914	1.6	  9	  2	  0
2015-09-04	16:00:00	43	44.8616900	 6.3085717	7	3D	  2891	1.7	 26	  1	  0
2015-09-04	12:00:00	43	44.8648467	 6.3071867	7	3D	  2984	1.3	 18	  0	  0
2015-09-04	07:00:00	44	44.8651167	 6.3061733	5	3D	  2976	1.4	  7	  6	  4
2015-09-03	22:00:00	44	44.8650600	 6.3046283	6	3D	  2895	1.3	 12	  0	  0
2015-09-03	16:00:00	44	44.8611233	 6.3083383	6	3D	  2784	2.2	 12	  0	  0
2015-09-03	12:00:00	69	44.8642067	 6.3083417	7	3D	  2982	1.3	  9	 29	 23
2015-09-03	07:00:00	44	44.8644233	 6.3070383	5	3D	  2935	1.4	 10	  9	  9
2015-09-02	22:00:00	44	44.8607817	 6.3085517	5	3D	  2858	2.2	 13	  1	  0
2015-09-02	16:00:00	44	44.8650283	 6.3075050	9	3D	  3009	1.5	 15	  8	  6
2015-09-02	12:00:00	44	44.8647750	 6.3087533	7	3D	  3044	1.3	 17	  0	  0
2015-09-02	07:00:00	44	44.8667667	 6.3062267	6	3D	  3030	1.2	  8	  6	  4
2015-09-01	22:00:00	44	44.8635367	 6.3047267	5	3D	  2771	1.5	 13	  8	  8
2015-09-01	16:00:00	43	44.8652183	 6.3046917	7	3D	  2797	2.0	 12	  0	  0
2015-09-01	12:00:00	51	44.8689483	 6.3027600	5	3D	  2911	2.3	 11	 12	  6
2015-09-01	07:00:00		GPS Time Out				     0	0.0	 10	  1	  1
2015-08-31	22:00:00	44	44.8735417	 6.2934150	5	3D	  3190	1.7	 16	 14	 12
2015-08-31	16:00:00	44	44.8724217	 6.2993317	8	3D	  3035	1.6	 14	  7	  3
2015-08-31	12:00:00	43	44.8714283	 6.3015950	7	3D	  3090	1.4	 18	  1	  0
2015-08-31	07:00:00	44	44.8674767	 6.3054700	5	3D	  3049	1.4	 10	  7	  7
2015-08-30	22:00:00	44	44.8652917	 6.3062617	4	3D	  2951	2.7	 12	 12	  8
2015-08-30	16:00:00	43	44.8680433	 6.3059250	9	3D	  3131	1.5	 19	  0	  0
2015-08-30	12:00:00	44	44.8693950	 6.3060900	5	3D	  3214	1.6	 27	 15	 12
2015-08-30	07:00:00	44	44.8610000	 6.3114350	6	3D	  2961	1.3	 13	 14	 11
2015-08-29	22:00:00	44	44.8597850	 6.3121117	6	3D	  2947	1.4	 13	  5	  3
2015-08-29	16:00:00	44	44.8663533	 6.3061050	9	3D	  3031	1.5	 23	  0	  1
2015-08-29	12:00:00	43	44.8679467	 6.3074433	6	3D	  3201	1.4	 31	  0	  0
2015-08-29	07:00:00	43	44.8674150	 6.3067467	6	3D	  3130	1.3	 14	  5	  3
2015-08-28	22:00:00	43	44.8673283	 6.3053500	5	3D	  3030	1.6	 16	 16	 10
2015-08-28	16:00:00	42	44.8698350	 6.3063517	8	3D	  3260	1.6	 23	  1	  0
2015-08-28	12:00:00	44	44.8708517	 6.3049633	7	3D	  3240	1.3	 21	 10	  6
2015-08-28	07:00:00	44	44.8708883	 6.3029050	5	3D	  3100	1.5	 13	 26	 13
2015-08-27	22:00:00	44	44.8687883	 6.3030950	6	3D	  2976	1.5	 16	  0	  0
2015-08-27	16:00:00	44	44.8692467	 6.3054750	9	3D	  3149	1.5	 14	  8	  1
2015-08-27	12:00:00	43	44.8693167	 6.3063283	7	3D	  3237	1.3	 23	  0	  0
2015-08-27	07:00:00	43	44.8653650	 6.3067650	7	3D	  3010	1.1	 13	 14	 10
2015-08-26	22:00:00	43	44.8606567	 6.3088550	6	3D	  2849	1.6	 11	  2	  0
2015-08-26	16:00:00	43	44.8650717	 6.3075133	9	3D	  2999	1.4	 23	  0	  0
2015-08-26	12:00:00	46	44.8660433	 6.3068883	6	3D	  3037	1.6	 21	  9	  0
2015-08-26	07:00:00	106	44.8655133	 6.3072433	5	3D	  2922	4.1	 11	 26	 22
2015-08-25	22:00:00	44	44.8603800	 6.3110683	5	3D	  2904	1.7	 14	 10	  8
2015-08-25	16:00:00	43	44.8650450	 6.3075150	7	3D	  3002	1.4	 24	  0	  0
2015-08-25	12:00:00	44	44.8652450	 6.3074217	7	3D	  2999	1.3	 22	  0	  0
2015-08-25	07:00:00	45	44.8609483	 6.3109967	5	3D	  2935	1.5	  6	  0	  2
2015-08-24	22:00:00		GPS Time Out				     0	0.0	 16	  0	  0
2015-08-24	16:00:00		GPS Time Out				     0	0.0	 16	  2	  2
2015-08-24	12:00:00		GPS Time Out				     0	0.0	 12	  3	  2
2015-08-24	07:00:00		GPS Time Out				     0	0.0	 17	  1	  2
2015-08-23	22:00:00	77	44.8751783	 6.3230133	3	2D		4.0	 15	  0	  1
2015-08-23	16:00:00		GPS Time Out				     0	0.0	 13	  1	  0
2015-08-23	12:00:00	43	44.8587150	 6.3128483	6	3D	  2834	2.6	 10	  4	  2
2015-08-23	07:00:00	77	44.8597267	 6.3135433	4	3D	  2321	1.7	 10	 23	  7
2015-08-22	22:00:00	43	44.8585967	 6.3115117	4	3D	  2825	2.6	 17	  1	  0
2015-08-22	16:00:00	43	44.8631383	 6.3067900	8	3D	  2851	1.4	 12	 12	  8
2015-08-22	12:00:00	43	44.8683950	 6.3072750	6	3D	  3210	1.5	 13	  0	  0
2015-08-22	07:00:00	45	44.8653117	 6.3079217	5	3D	  3028	1.5	 10	 13	  6
2015-08-21	22:00:00	43	44.8592783	 6.3118350	5	3D	  2909	2.1	 14	  0	  0
2015-08-21	16:00:00	42	44.8610883	 6.3113533	7	3D	  2962	1.6	 15	  0	  0
2015-08-21	12:00:00	43	44.8667767	 6.3078917	5	3D	  3104	2.7	 15	  0	  0
2015-08-21	07:00:00	44	44.8669133	 6.3071350	5	3D	  3044	1.6	 13	  0	  0
2015-08-20	22:00:00	44	44.8603600	 6.3111517	5	3D	  2902	2.2	 12	  7	 13
2015-08-20	16:00:00	44	44.8676450	 6.3068200	8	3D	  3148	1.3	 13	 11	 15
2015-08-20	12:00:00	44	44.8686000	 6.3077800	5	3D	  3233	1.7	 19	  8	  2
2015-08-20	07:00:00	44	44.8720850	 6.3028217	6	3D	  3214	1.5	  9	  0	  2
2015-08-19	22:00:00	44	44.8625833	 6.3064617	4	3D	  2809	2.9	  8	 23	 19
2015-08-19	16:00:00	44	44.8667650	 6.3040933	7	3D	  2930	1.6	  8	 18	 24
2015-08-19	12:00:00	45	44.8652617	 6.3080500	5	3D	  3001	1.7	 29	  0	  0
2015-08-19	07:00:00	44	44.8598533	 6.3124683	5	3D	  2973	1.6	  4	 21	 18
2015-08-18	22:00:00	44	44.8589283	 6.3118783	5	3D	  2871	3.3	 13	  2	  0
2015-08-18	16:00:00	44	44.8613633	 6.3111450	9	3D	  3016	1.1	  8	 15	  9
2015-08-18	12:00:00	43	44.8665000	 6.3074700	5	3D	  3106	4.2	 21	  0	  0
2015-08-18	07:00:00	44	44.8656150	 6.3067300	6	3D	  3017	1.5	  9	 17	  9
2015-08-17	22:00:00	44	44.8633433	 6.3052983	7	3D	  2789	1.1	 10	  7	  0
2015-08-17	16:00:00	44	44.8669300	 6.3053300	7	3D	  3001	1.7	  8	 22	 13
2015-08-17	12:00:00	44	44.8655500	 6.3068150	7	3D	  3034	1.6	 17	  2	  1
2015-08-17	07:00:00	44	44.8611450	 6.3097833	6	3D	  2936	1.5	  6	 11	  6
2015-08-16	22:00:00	44	44.8578867	 6.3136667	6	3D	  2828	1.8	 15	 21	 18
2015-08-16	16:00:00	44	44.8599533	 6.3088700	7	3D	  2761	1.7	 19	  5	  5
2015-08-16	12:00:00	44	44.8634633	 6.3083583	5	3D	  2926	4.3	  9	  1	  2
2015-08-16	07:00:00	44	44.8639150	 6.3046667	6	3D	  2780	2.5	  4	 10	  4
2015-08-15	22:00:00	44	44.8654217	 6.3043600	5	3D	  2812	1.9	 10	  2	  0
2015-08-15	16:00:00	44	44.8651667	 6.3049850	8	3D	  2889	1.1	  4	  6	  2
2015-08-15	12:00:00		GPS Time Out				     0	0.0	 13	  6	  2
2015-08-15	07:00:00	43	44.8654450	 6.3067717	5	3D	  3034	1.6	  7	 17	 13
2015-08-14	22:00:00	43	44.8654000	 6.3043433	5	3D	  2811	1.9	 18	  1	  0
2015-08-14	16:00:00	43	44.8691967	 6.3032333	8	3D	  3020	1.1	  9	  2	  0
2015-08-14	12:00:00	45	44.8709783	 6.3034900	6	3D	  3093	1.5	  7	 16	  8
2015-08-14	07:00:00		GPS Time Out				     0	0.0	 12	 22	 10
2015-08-13	22:00:00	44	44.8653983	 6.3044583	5	3D	  2798	1.9	 16	  0	  0
2015-08-13	16:00:00	43	44.8709600	 6.3017300	7	3D	  3039	1.6	 13	  0	  1
2015-08-13	12:00:00	44	44.8740217	 6.3019483	6	3D	  3181	1.3	 15	 11	  9
2015-08-13	07:00:00	43	44.8645483	 6.3081883	6	3D	  2996	1.5	 14	 10	  7
2015-08-12	22:00:00	43	44.8607517	 6.3090233	5	3D	  2860	1.5	 15	  6	  1
2015-08-12	16:00:00	43	44.8660350	 6.3065467	8	3D	  3034	1.2	 25	  2	  0
2015-08-12	12:00:00	43	44.8663400	 6.3067050	7	3D	  3079	1.5	 25	  0	  0
2015-08-12	07:00:00	44	44.8627817	 6.3104933	5	3D	  3046	1.7	 13	 10	  6
2015-08-11	22:00:00	76	44.8607117	 6.3116550	5	3D	  2984	2.2	 16	 13	  9
2015-08-11	16:00:00	44	44.8609600	 6.3114000	7	3D	  2971	1.3	 25	  3	  0
2015-08-11	12:00:00	43	44.8612533	 6.3112233	7	3D	  3027	1.4	 23	  0	  0
2015-08-11	07:00:00	44	44.8611300	 6.3103667	4	3D	  2947	2.2	 10	 12	  6
2015-08-10	22:00:00	43	44.8605533	 6.3087267	6	3D	  2821	1.3	 13	  0	  0
2015-08-10	16:00:00	44	44.8644483	 6.3074900	8	3D	  2943	1.2	 15	 18	  1
2015-08-10	12:00:00	43	44.8638967	 6.3100767	6	3D	  3109	1.5	 19	  1	  1
2015-08-10	07:00:00	45	44.8539400	 6.3114817	4	3D	  2607	2.2	 10	 21	  7
2015-08-09	22:00:00	44	44.8535167	 6.3136000	7	3D	  2723	1.0	 14	  0	  0
2015-08-09	16:00:00	44	44.8576583	 6.3106167	8	3D	  2682	1.2	 21	  0	  0
2015-08-09	12:00:00		GPS Time Out				     0	0.0	 18	  1	  0
2015-08-09	07:00:00	86	44.8706417	 6.3130467	3	2D		3.2	 14	 25	 11
2015-08-08	22:00:00	44	44.8537083	 6.3120933	6	3D	  2632	1.3	 19	 12	  5
2015-08-08	16:00:00	44	44.8631567	 6.3083217	8	3D	  2934	1.2	 20	 15	 13
2015-08-08	12:00:00	43	44.8663850	 6.3081283	5	3D	  3133	1.8	 32	  0	  1
2015-08-08	07:00:00	44	44.8651517	 6.3092117	9	3D	  3117	0.8	 28	  6	  2
2015-08-07	22:00:00	44	44.8592083	 6.3116083	6	3D	  2835	1.3	 20	  1	  0
2015-08-07	16:00:00	44	44.8662067	 6.3079900	7	3D	  3132	1.4	 24	  9	  5
2015-08-07	12:00:00	43	44.8663967	 6.3082183	5	3D	  3096	1.9	 32	  0	  0
2015-08-07	07:00:00	62	44.8638350	 6.3100233	7	3D	  3092	1.4	 15	 18	 10
2015-08-06	22:00:00	43	44.8581467	 6.3134767	5	3D	  2812	1.5	 19	  0	  0
2015-08-06	16:00:00	43	44.8672183	 6.3075267	8	3D	  3201	1.2	 18	  7	  6
2015-08-06	12:00:00	44	44.8715483	 6.3051550	8	3D	  3368	1.1	 21	  1	  2
2015-08-06	07:00:00	44	44.8750783	 6.3069133	6	3D	  3376	1.2	 21	 10	  6
2015-08-05	22:00:00	44	44.8746417	 6.3061000	6	3D	  3366	1.6	 14	  0	  0
2015-08-05	16:00:00	73	44.8727483	 6.3060200	5	3D	  3212	1.9	 16	  5	  4
2015-08-05	12:00:00	43	44.8705333	 6.3050367	5	3D	  3221	1.4	 20	  8	  4
2015-08-05	07:00:00	43	44.8690550	 6.3053017	7	3D	  3136	1.4	 14	 17	  5
2015-08-04	22:00:00	43	44.8652717	 6.3043033	5	3D	  2826	1.5	 18	 10	  5
2015-08-04	16:00:00	43	44.8642333	 6.3065300	8	3D	  2895	1.3	 19	  0	  0
2015-08-04	12:00:00	43	44.8649017	 6.3059283	5	3D	  2913	1.8	 24	  0	  0
2015-08-04	07:00:00	43	44.8616217	 6.3084267	7	3D	  2903	1.4	 11	 16	 11
2015-08-03	22:00:00	43	44.8611933	 6.3086700	7	3D	  2881	1.1	 15	  5	  3
2015-08-03	16:00:00	43	44.8622367	 6.3104550	8	3D	  2981	1.4	 22	 16	 17
2015-08-03	12:00:00	43	44.8644000	 6.3090150	5	3D	  3023	1.4	 31	  0	  0
2015-08-03	07:00:00	43	44.8613750	 6.3113867	7	3D	  3033	1.5	 14	 14	 10
2015-08-02	22:00:00	43	44.8586233	 6.3122783	7	3D	  2866	1.1	 19	  1	  0
2015-08-02	16:00:00	44	44.8612683	 6.3106117	8	3D	  2989	1.3	 16	 11	  9
2015-08-02	12:00:00	43	44.8614333	 6.3107400	6	3D	  3012	1.3	 25	  0	  0
2015-08-02	07:00:00	44	44.8573233	 6.3147950	7	3D	  2930	1.4	 10	 24	  7
2015-08-01	22:00:00	44	44.8544733	 6.3129867	6	3D	  2745	1.3	 17	  0	  0
2015-08-01	16:00:00		GPS Time Out				     0	0.0	 19	  3	  0
2015-08-01	12:00:00	44	44.8597650	 6.3092817	4	3D	  2758	2.0	 13	  9	 10
2015-08-01	07:00:00	44	44.8604517	 6.3088583	6	3D	  2844	1.7	 10	  4	  0
2015-07-31	22:00:00		GPS Time Out				     0	0.0	 18	  3	  1
2015-07-31	16:00:00	43	44.8637950	 6.3049133	8	3D	  2801	1.3	 15	  1	  0
2015-07-31	12:00:00	43	44.8708550	 6.3054800	6	3D	  3321	1.3	 23	  1	  2
2015-07-31	07:00:00	43	44.8712933	 6.3049750	7	3D	  3327	1.4	 16	  1	  0
2015-07-30	22:00:00	43	44.8637583	 6.3045200	6	3D	  2759	1.5	 18	  5	  1
2015-07-30	16:00:00	43	44.8671133	 6.3048633	7	3D	  3008	1.4	 13	 14	  9
2015-07-30	12:00:00	43	44.8667100	 6.3066583	4	3D	  3080	4.2	 16	  1	  2
2015-07-30	07:00:00	43	44.8613550	 6.3105833	7	3D	  2992	1.4	 17	  0	  0
2015-07-29	22:00:00	43	44.8579217	 6.3118450	7	3D	  2820	1.2	 16	  0	  0
2015-07-29	16:00:00		GPS Time Out				     0	0.0	 14	  0	  0
2015-07-29	12:00:00	43	44.8628450	 6.3076250	6	3D	  2882	1.4	 12	 24	 20
2015-07-29	07:00:00	43	44.8604183	 6.3075983	5	3D	  2741	1.8	 13	 17	 14
2015-07-28	22:00:00	43	44.8578400	 6.3118317	7	3D	  2829	1.3	 15	  5	  3
2015-07-28	16:00:00	44	44.8639750	 6.3100133	8	3D	  3104	1.3	 26	  0	  0
2015-07-28	12:00:00	44	44.8654250	 6.3086883	6	3D	  3132	1.4	 22	  1	  0
2015-07-28	07:00:00	44	44.8614167	 6.3102400	8	3D	  2995	1.2	 12	 19	  8
2015-07-27	22:00:00	72	44.8605117	 6.3109300	7	3D	  2958	1.2	 15	  0	  0
2015-07-27	16:00:00	43	44.8662933	 6.3065283	8	3D	  3066	1.4	 27	  5	  4
2015-07-27	12:00:00	44	44.8658367	 6.3070067	6	3D	  3065	1.4	 22	 13	  5
2015-07-27	07:00:00	44	44.8671067	 6.3048417	7	3D	  3001	1.4	  9	  8	  2
2015-07-26	22:00:00	46	44.8653667	 6.3040500	5	3D	  2876	1.7	 17	  8	  6
2015-07-26	16:00:00	43	44.8668667	 6.3055967	7	3D	  3024	1.4	 14	  4	  6
2015-07-26	12:00:00	43	44.8657533	 6.3079283	5	3D	  3124	1.5	 26	  0	  0
2015-07-26	07:00:00	43	44.8640333	 6.3100517	7	3D	  3107	1.4	 14	  4	  3
2015-07-25	22:00:00	43	44.8596950	 6.3124783	7	3D	  2996	1.2	 15	  5	  2
